Data,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
,,,,,,, R$  -   ,,,,,,,,
